Y,X1,X2,X3,X4,X5,X6,X7
999,0.334,0.672,0.594,0.00309,0.679,0.616,0.584
999,0.337,0.69,0.596,0.00307,0.669,0.587,0.529
0.0471,0.335,0.686,0.602,0.00305,0.664,0.559,0.507
999,0.332,0.687,0.609,0.00302,0.664,0.582,0.518
999,0.329,0.663,0.598,0.003,0.663,0.624,0.537
999,0.325,0.679,0.597,0.00298,0.678,0.63,0.581
999,0.322,0.676,0.603,0.00295,0.691,0.674,0.609
999,0.318,0.68,0.599,0.00293,0.679,0.659,0.603
999,0.315,0.673,0.602,0.00291,0.668,0.631,0.596
999,0.283,0.655,0.598,0.136,0.64,0.595,0.545
999,0.234,0.662,0.597,0.209,0.597,0.546,0.494
999,0.241,0.656,0.599,0.212,0.555,0.545,0.467
0.0684,0.25,0.674,0.604,0.212,0.515,0.571,0.48
999,0.258,0.697,0.602,0.212,0.533,0.588,0.514
999,0.267,0.658,0.608,0.212,0.55,0.63,0.566
999,0.295,0.66,0.592,0.212,0.644,0.697,0.658
999,0.327,0.674,0.593,0.213,0.683,0.727,0.693
999,0.359,0.658,0.607,0.213,0.712,0.706,0.68
999,0.391,0.661,0.598,0.213,0.727,0.673,0.639
999,0.424,0.67,0.601,0.213,0.735,0.687,0.63
999,0.456,0.694,0.608,0.213,0.74,0.688,0.652
999,0.462,0.672,0.606,0.213,0.741,0.649,0.653
0.175,0.461,0.672,0.599,0.214,0.742,0.665,0.632
999,0.46,0.66,0.596,0.214,0.743,0.647,0.603
999,0.459,0.681,0.602,0.214,0.733,0.654,0.609
999,0.409,0.682,0.598,0.214,0.721,0.67,0.609
999,0.425,0.66,0.601,0.214,0.718,0.686,0.633
999,0.44,0.675,0.596,0.214,0.723,0.724,0.671
999,0.456,0.674,0.669,0.214,0.728,0.701,0.662
999,0.43,0.683,0.675,0.215,0.71,0.659,0.621
999,0.395,0.642,0.677,0.215,0.709,0.609,0.563
999,0.359,0.683,0.673,0.215,0.697,0.58,0.531
0.0366,0.323,0.672,0.672,0.215,0.677,0.548,0.488
999,0.287,0.683,0.675,0.0549,0.647,0.548,0.495
999,0.252,0.681,0.596,0.0422,0.614,0.619,0.54
999,0.241,0.653,0.577,0.0294,0.628,0.647,0.553
999,0.259,0.695,0.573,0.0167,0.642,0.702,0.619
999,0.278,0.676,0.575,0.00394,0.661,0.73,0.621
999,0.296,0.691,0.743,0.00113,0.659,0.746,0.683
999,0.314,0.687,0.754,0.000844,0.64,0.67,0.609
999,0.333,0.683,0.75,0.000563,0.649,0.673,0.605
999,0.351,0.676,0.749,0.000282,0.672,0.698,0.622
0.0344,0.365,0.679,0.749,0,0.717,0.736,0.662
999,0.378,0.667,0.838,0.149,0.717,0.767,0.685
999,0.39,0.693,0.874,0.182,0.698,0.728,0.65
999,0.402,0.656,0.88,0.215,0.669,0.603,0.543
999,0.363,0.673,0.873,0.216,0.596,0.52,0.445
999,0.323,0.662,0.724,0.216,0.579,0.539,0.45
999,0.312,0.644,0.706,0.217,0.6,0.593,0.495
999,0.302,0.671,0.697,0.217,0.613,0.658,0.556
999,0.292,0.666,0.706,0.217,0.625,0.59,0.539
999,0.282,0.678,0.705,0.217,0.636,0.57,0.504
0.108,0.272,0.64,0.67,0.217,0.622,0.55,0.477
999,0.262,0.671,0.651,0.218,0.608,0.581,0.519
999,0.252,0.661,0.64,0.218,0.595,0.57,0.52
999,0.242,0.672,0.65,0.218,0.559,0.604,0.507
999,0.232,0.638,0.548,0.218,0.506,0.585,0.494
999,0.222,0.659,0.552,0.218,0.489,0.587,0.515
999,0.212,0.686,0.551,0.219,0.463,0.592,0.531
999,0.232,0.683,0.534,0.219,0.438,0.626,0.521
999,0.269,0.653,0.444,0.185,0.45,0.635,0.555
999,0.305,0.7,0.45,0.109,0.525,0.748,0.668
0.104,0.342,0.677,0.454,0.103,0.604,0.796,0.719
999,0.379,0.654,0.449,0.0977,0.661,0.827,0.745
999,0.416,0.687,0.447,0.0921,0.708,0.8,0.745
999,0.453,0.69,0.451,0.0865,0.757,0.852,0.789
999,0.49,0.697,0.527,0.0809,0.808,0.927,0.843
999,0.503,0.685,0.631,0.0754,0.791,0.888,0.825
999,0.515,0.681,0.631,0.115,0.775,0.775,0.752
999,0.527,0.681,0.672,0.207,0.758,0.745,0.691
999,0.509,0.703,0.747,0.308,0.745,0.697,0.645
999,0.491,0.694,0.746,0.316,0.738,0.671,0.601
0.295,0.472,0.646,0.751,0.324,0.731,0.729,0.617
999,0.453,0.663,0.753,0.331,0.719,0.746,0.683
999,0.435,0.658,0.741,0.339,0.717,0.743,0.665
999,0.416,0.691,0.752,0.347,0.717,0.726,0.642
999,0.397,0.68,0.754,0.354,0.717,0.709,0.627
999,0.378,0.654,0.756,0.359,0.717,0.637,0.574
999,0.36,0.652,0.749,0.358,0.697,0.643,0.587
999,0.341,0.652,0.751,0.358,0.676,0.654,0.555
999,0.322,0.68,0.758,0.357,0.656,0.649,0.554
999,0.304,0.674,0.748,0.356,0.636,0.59,0.527
0.189,0.285,0.646,0.689,0.355,0.616,0.609,0.501
999,0.266,0.666,0.666,0.354,0.589,0.582,0.509
999,0.247,0.666,0.665,0.353,0.561,0.602,0.523
999,0.229,0.673,0.677,0.353,0.531,0.637,0.538
999,0.216,0.669,0.678,0.352,0.5,0.685,0.57
